SMILES,Reactant_set_id,IC50 (nM),MW,LogP,HBA,HBD,Rotatable Bonds
Brc1cccc(Nc2ncnc3ccc(NC(=O)C=C)cc23)c1,7247,0.7,369.22200000000015,4.2604000000000015,4,2,4
C[C@@H](Nc1ncnc2[nH]c(cc12)-c1ccc(NC(C)=O)cc1)c1ccccc1,51381337,0.7,371.4440000000001,4.756400000000003,4,3,5
Clc1cnc(Nc2ccc(CN3CCOCC3)cc2)nc1Nc1cccc(NC(=O)C=C)c1,51142698,0.71,464.9570000000001,4.573900000000003,7,3,8
CN(CC(O)=O)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,5404,0.72,440.3010000000001,4.133600000000002,5,3,6
NC(=O)c1c2NCCC(CNC(=O)C=C)n2nc1-c1ccc(Oc2ccccc2)cc1,51304422,0.72,417.4690000000001,3.100200000000001,6,3,7
Fc1ccc(Nc2ncnc3cnc(NC(=O)C=C)cc23)cc1Br,50056631,0.72,388.2000000000001,3.794500000000001,5,2,4
[O-][N+]1(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CCOCC1,5424,0.74,459.3480000000002,3.6777000000000015,7,2,7
Nc1ccc2ncnc(Nc3ccc4[nH]cc(Br)c4c3)c2c1,51499315,0.74,354.2110000000001,4.199400000000002,4,3,2
Fc1ccc(Nc2ncnc3ccc(NC(=O)C=C)cc23)cc1Cl,50056632,0.75,342.7610000000001,4.290400000000002,4,2,4
Fc1ccc(Nc2ncnc3ccc(NC(=O)C=C)nc23)cc1Cl,50134751,0.75,343.749,3.685400000000001,5,2,4
Brc1cccc(Nc2ncnc3cnc(NS(=O)(=O)C=C)cc23)c1,7274,0.76,406.26500000000016,3.4161,6,2,5
CNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,5446,0.76,331.177,2.967600000000001,6,2,3
CN1CCN(CCOc2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)NO)n3)cc2)CC1,51422301,0.7632,497.98700000000025,3.362400000000001,9,4,9
COCCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C,651591,0.765,487.9630000000002,4.637500000000003,7,2,11
COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCn1ccnc1[N+]([O-])=O,50258908,0.77,472.8640000000003,4.748300000000003,9,1,9
CCOCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1NC(=O)\C=C\CN(C)C,651603,0.771,459.5500000000002,3.8263000000000025,7,2,11
Brc1cccc(Nc2ncnc3ccc(NC(=O)NCCN4CCCCC4)cc23)c1,50501203,0.772,469.3870000000004,4.743300000000003,5,3,6
Brc1cccc(Nc2ncnc3cnc(NCCc4cnc[nH]4)cc23)c1,5480,0.78,410.27900000000017,3.9086,6,3,6
Nc1ccc2ncncc2c1,50080477,0.79,145.16500000000002,1.212,3,1,0
CN1CCN(CC1)c1ccc(Nc2nc(Oc3cccc(NC(=O)C=C)c3)c3cc[nH]c3n2)cc1,50487817,0.79,469.54900000000015,4.370100000000002,7,3,7
NC(=O)c1c2NCCC(c3ccccc3NC(=O)C=C)n2nc1-c1ccc(OC2CCCC2)cc1,51304334,0.79,471.5610000000004,4.499900000000003,6,3,7
Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,4880,0.79,315.17400000000004,3.7181000000000015,4,2,2
OC[C@@H](Nc1ncnc2[nH]c(cc12)-c1ccccc1)c1ccccc1,51381330,0.8,330.3910000000001,3.770400000000002,4,3,5
CS(=O)(=O)c1ccc(cc1)-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,51381352,0.8,408.48300000000006,3.1739000000000006,6,3,6
COc1cc(NC(C)=O)ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,51381356,0.8,417.4690000000001,3.737400000000001,6,4,7
C[C@@H](Nc1ncnc2[nH]c(cc12)-c1ccc(cc1)C(N)=O)c1ccccc1,51381335,0.8,357.4170000000001,3.896900000000002,4,3,5
Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,5392,0.8,353.22300000000007,4.627600000000002,4,1,2
COc1ccccc1Nc1ncc(Cl)c(n1)-c1cc2c([nH]1)C1(CCN(CC1)C(=O)C=C)CNC2=O,51435430,0.8,492.9670000000004,3.6669000000000023,6,3,5
NC(=O)Nc1ccc2ncnc(Nc3ccc(Br)cc3)c2c1,50501194,0.803,358.199,3.626500000000002,4,3,3
Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,5450,0.81,430.31000000000034,2.67,8,2,6
Cc1ccccc1C(=O)NC(=O)NC1CN2CCC1CC2,51509320,0.81,287.36300000000006,1.52862,3,2,2
NC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,50501198,0.854,331.738,3.656500000000001,4,3,3
COc1cc2ncnc(Nc3cccc(I)c3)c2cc1OC,5295,0.89,407.2110000000001,3.9952000000000014,5,1,4
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCn1ccnc1[N+]([O-])=O,50258398,0.89,472.8640000000003,4.748300000000003,9,1,9
COc1cccc(OC)c1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2s1,50459010,0.9,407.49500000000006,4.521000000000002,7,2,7
Fc1ccc(Nc2ncnc3sc(NC(=O)\C=C\CN4CC5CCC4C(=O)C5)cc23)cc1Cl,50085741,0.9,485.9720000000003,4.775500000000004,7,2,6
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CNC1CC1,50419145,0.9,455.9210000000002,4.811300000000004,6,3,9
C[C@@H](Nc1ncnc2sc(cc12)-c1cccc(c1)C(=O)NCCN(C)C)c1ccccc1,50458997,0.9,445.5920000000002,4.822800000000004,6,2,8
COc1ccccc1Nc1nccc(n1)-c1cc2c([nH]1)C1(CCN(CC1)C(=O)C=C)CNC2=O,51435427,0.9,458.52200000000033,3.0135000000000005,6,3,5
Brc1cccc(Nc2ncnc3cc(NCCc4cnc[nH]4)ncc23)c1,5430,0.91,410.2790000000001,3.9086,6,3,6
FC(F)(F)c1cccc(Nc2ncnc3ccc(NC(=O)C=C)cc23)c1,50056645,0.91,358.3230000000001,4.516700000000002,4,2,4
Brc1cccc(Nc2ncnc3cnc(NC(=O)C=C)cc23)c1,7246,0.91,370.21000000000015,3.6554,5,2,4
Brc1cccc(Nc2ncnc3ccncc23)c1NCCc1c[nH]cn1,50210544,0.912011,410.27900000000017,3.9086000000000007,6,3,6
OCC(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,5410,0.92,390.2410000000001,2.2960000000000003,7,4,6
OCCN(CCO)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,5476,0.93,447.3370000000001,2.229399999999999,8,4,10
OCC(O)CNc1c(Br)cccc1Nc1ncnc2ccncc12,50210551,0.933254,390.2410000000001,2.2960000000000003,7,4,6
CN(C)C\C=C\C(=O)Nc1ccc2ncnc(Nc3cccc(I)c3)c2c1,50316347,0.94,473.3180000000001,4.034300000000003,5,2,6
CN(C)c1ncc2ncnc(Nc3cccc(Br)c3)c2n1,5447,0.95,345.20400000000006,2.9919,6,1,3
COC[C@@H](C)Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C,651593,0.95,487.9630000000002,4.635900000000003,7,2,10
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2nc1NC(=O)C=C,50154919,0.95,373.77500000000015,3.6940000000000017,6,2,5
COc1cc2ncnc(Nc3ccc(Br)cc3)c2cc1OC,5329,0.96,360.2110000000001,4.153100000000003,5,1,4
COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2nc1NC(=O)C=C,50154890,0.97,417.8280000000002,3.710600000000001,7,2,8
COCCOc1cc2c(Nc3cccc(c3)C#C)ncnc2cc1OCCO,51215715,1.0,379.41600000000017,2.7510000000000017,7,2,9
COc1nn(C)cc1Nc1nc(nc2n(cnc12)C(C)C)N1C[C@@H](F)[C@@H](C1)NC(=O)C=C,51105674,1.0,443.4870000000002,1.7217999999999998,10,2,7
COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,8645,1.0,393.44300000000027,3.405100000000002,7,1,10
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,8646,1.0,446.9100000000004,4.275600000000003,7,1,8
CC(C)N(C)C\C=C\C(=O)N1CCc2c(C1)oc1ncnc(Nc3ccc(F)c(Cl)c3)c21,218481,1.0,457.93700000000007,4.540000000000004,6,1,6
Oc1cccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,3820,1.0,352.785,4.199100000000001,6,4,4
COc1ccccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2s1,50324729,1.0,377.4690000000001,4.512400000000002,6,2,6
Nc1ncnc2n(nc(-c3ccc4ccccc4c3)c12)[C@@H]1CCCN(C1)C(=O)C=C,51146577,1.0,398.4700000000003,3.5782000000000016,6,1,3
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC,50450156,1.0,333.7500000000001,4.183100000000002,5,1,4
Cc1cccc(Nc2cc(NCCO)ncn2)c1,5496,1.0,244.298,1.9328199999999995,5,3,5
Clc1cc(Nc2ncnc3n[nH]c(OCCN4CCOCC4)c23)ccc1OCc1ccccn1,50860436,1.0,481.9440000000004,3.4349000000000016,9,2,9
CC(C)n1c(Nc2ccccc2)nc2cnc(Nc3ccc(cc3)C(=O)NC3CCN(C)CC3)nc12,318698,1.0,484.6080000000004,4.718400000000004,8,3,7
Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)cc23)c1,5474,1.0,443.3490000000004,3.6651000000000016,7,2,7
CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,50501195,1.0,357.21100000000007,4.094300000000001,4,2,3
COc1cc2ncnc(N[C@H](C)c3ccccc3)c2cc1OC,51439945,1.0,309.3690000000001,3.8201000000000023,5,1,5
CN(C)C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,50085725,1.0,485.9470000000002,4.389900000000002,7,2,8
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=C,51105735,1.0,372.78700000000015,4.299000000000002,5,2,5
CN(C)c1cc2c(Nc3ccc4n(Cc5ccccc5)ncc4c3)ncnc2cn1,50180317,1.0,395.4700000000001,4.232400000000003,7,1,5
COc1cc2ncnc(Nc3ccc(Cl)c(Cl)c3)c2cc1OCCCN1CCOCC1,51277179,1.0,463.3650000000004,4.789900000000005,7,1,8
CN1CCC[C@H]1\C=C\C(=O)N1CCc2c(C1)sc1ncnc(Nc3ccc(F)c(Cl)c3)c21,218473,1.0,471.9890000000001,4.762500000000004,6,1,4
COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OC1CCN(CC1)S(C)(=O)=O,50351573,1.0,480.9490000000004,3.977300000000003,7,1,6
COc1ccc(cc1)N(C)c1nc(N)nc2c(Cc3ccccc3)c[nH]c12,50689946,1.1,359.433,3.9074000000000018,5,2,5
C[C@@H](Nc1ncnc2[nH]c(cc12)-c1ccc(cc1)C(O)=O)c1ccccc1,51381339,1.1,358.40100000000007,4.496200000000002,4,3,5
CN1CCN(CC1)c1ccc(Nc2nc(Oc3cccc(NC(=O)C=C)c3)cnc2C(N)=O)cc1,314494,1.1,473.5370000000002,2.9877,8,3,8
CN1CCN(CC1)c1ccc(Nc2cc3c(nc(Nc4ccccc4)nc3cn2)N2CCCCC2)nc1,51038464,1.1,495.63500000000033,4.6491000000000025,9,2,6
CN(C)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,5467,1.1,387.2850000000001,3.5044000000000004,6,2,6
Brc1cccc(Nc2ncnc3cnc(NC(=O)\C=C\C=C)cc23)c1,7256,1.1,396.24800000000016,4.211600000000002,5,2,5
CNc1cc2c(Nc3cccc(c3)C(F)(F)F)ncnc2cn1,5488,1.1,319.29,3.8289000000000017,5,2,3
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)[C@@H]1COC(=O)N1,50503856,1.1,431.8110000000002,3.221400000000001,7,3,5
Fc1ccc(Nc2ncnc3ccc(NC(=O)NCCN4CCCCC4)cc23)cc1Cl,50501205,1.1,442.9260000000004,4.773300000000003,5,3,6
ONC(=O)c1ccccc1Nc1nc(Nc2ccc(OCCN3CCOCC3)cc2)ncc1Cl,51422284,1.1,484.9440000000003,3.4472000000000023,9,4,9
Brc1cccc(Nc2ncnc3ccc(NC(=O)C=C)nc23)c1,50056629,1.1,370.21000000000015,3.6554,5,2,4
CN(C)CCCNC(=O)\C=C\C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,7268,1.1,498.3850000000001,3.0935000000000006,7,3,9
COc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCCn1ccnc1[N+]([O-])=O,50258413,1.1,444.4510000000003,3.9371000000000023,9,1,9
C[C@@H](Nc1ncnc2oc(cc12)-c1ccc(NCCN2CCOCC2)cc1)c1ccccc1,50520056,1.1,443.5510000000002,4.807000000000004,7,2,8
CC1=C[C@@H](Cn2c1c(-c1cnc3ccccc3c1)c1c(N)ncnc21)NC(=O)C=C,51518643,1.1,396.4540000000002,3.3164000000000007,6,2,3
Nc1ncnc2n(cc(-c3cnc4ccccc4c3)c12)C1CCN(C1)C(=O)C=C,51526546,1.2,384.44300000000027,3.1881000000000013,6,1,3
COc1ccc2[nH]c3ncnc(Nc4cccc(Br)c4)c3c2c1,5523,1.2,369.2220000000001,4.625800000000003,4,2,3
NC(=O)c1c2NCCC(c3ccccc3NC(=O)C=C)n2nc1-c1ccc(F)cc1,51304356,1.2,405.43300000000016,3.3176000000000005,5,3,5
CN(C)CCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,5468,1.2,401.31200000000007,3.8945000000000016,6,2,7
CC(=C)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7251,1.2,383.2490000000001,4.650500000000003,4,2,4
OCCN(CCO)CCCNc1c(Br)cccc1Nc1ncnc2ccncc12,50210443,1.2,461.3640000000001,2.6195000000000004,8,4,11
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4CNC(=O)c4c4c5ccccc5n2c4c13,51142554,1.2,466.5410000000003,4.354000000000003,6,2,2
Fc1ccc(Nc2ncnc3ccc(NC(=O)C=C)nc23)cc1Br,50134754,1.2,388.2000000000001,3.794500000000001,5,2,4
COCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C,50419172,1.2,473.93600000000026,4.2474000000000025,7,2,10
CN(C)C\C=C\C(=O)Nc1cc2c(Nc3cccc(c3)C#C)ncnc2cc1O[C@H]1CCOC1,50419166,1.2,457.5340000000003,3.578700000000002,7,2,8
Brc1cccc(Nc2ncnc3cnc(NCCc4ccccn4)cc23)c1,5479,1.2,421.3020000000002,4.580500000000002,6,2,6
CCC(=O)N1CC[C@H](C1)Oc1nc(Nc2ccc(cc2)N2CCN(C)CC2)c(nc1CC)C(N)=O,314502,1.2,481.6010000000004,2.023000000000001,8,2,8
COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1NC(=O)\C=C\CN(C)C,50419179,1.2,445.52300000000025,3.436200000000002,7,2,10
Nc1ncnc2n(nc(-c3ccc(Oc4ccccc4)cc3)c12)[C@H]1CCCN(C1)C(=O)C=C,51433243,1.2,440.5070000000004,4.217300000000003,7,1,5
ONC(=O)c1ccccc1Nc1nc(Nc2ccc(OCCCN3CCOCC3)cc2)ncc1Cl,51422302,1.2,498.97100000000034,3.8373000000000026,9,4,10
COc1ccccc1Nc1ncc(C)c(n1)-c1cc2c([nH]1)C1(CCN(CC1)C(=O)C=C)CNC2=O,51435431,1.2,472.5490000000004,3.3219200000000013,6,3,5
CC(=O)C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7259,1.2,411.25900000000007,4.2196000000000025,5,2,5
NC(=O)c1c2NCCC(C3CCN(CC3)C(=O)C=C)n2nc1-c1ccc(Oc2ccccc2)cc1,51523672,1.2,471.56100000000015,4.222600000000004,6,2,6
CN(C)CCNCc1cc(ccc1F)-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2[nH]1,51381366,1.2,448.5460000000001,3.5607000000000006,6,4,10
OCCN(CCO)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,5427,1.2,461.3640000000001,2.6194999999999995,8,4,11
Brc1cccc(Nc2ncnc3ccc(NC(=O)[C@@H]4O[C@H]4CN4CCCCC4)cc23)c1,50552414,1.24,482.3820000000004,4.327700000000002,6,2,6
Brc1cccc(Nc2ncnc3ccc4cc[nH]c4c23)c1,5346,1.24,339.1960000000001,4.617200000000001,3,2,2
COc1cc2ncnc3Nc4cc(Cl)c(F)cc4OCCOCCOCCOc1cc23,51494722,1.3,449.8660000000005,3.978900000000003,8,1,1
CC(C)Oc1ccccc1Nc1nccc(n1)-c1cc2c([nH]1)C1(CCN(CC1)C(=O)C=C)CNC2=O,51435432,1.3,486.5760000000004,3.792100000000002,6,3,6
Nc1ncnc2n(nc(-c3ccc(Oc4ccccc4)cc3)c12)C1CCCN(C1)C(=O)C=C,766870,1.3,440.5070000000004,4.217300000000003,7,1,5
Nc1ncnc2n3C[C@@H](NC(=O)C=C)C(=C)c3c(-c3ccc(Oc4ccccc4)cc3)c12,51115246,1.3,423.47600000000006,4.170400000000003,6,2,5
Fc1ccc(Nc2ncnc3cnc(NC(=O)C#CCCN4CCOCC4)cc23)cc1Cl,50836392,1.3,454.8930000000004,3.225100000000001,7,2,5
Cc1cccc(Nc2ncnc3cnc(NCCc4cnc[nH]4)cc23)c1,5494,1.3,345.41,3.4545200000000014,6,3,6
CN(C)CCn1cnc2cc3ncnc(Nc4cccc(Br)c4)c3cc12,5335,1.32,411.3070000000001,4.047200000000003,6,1,5
OS(=O)(=O)CCNc1c(Br)cccc1Nc1ncnc2ccncc12,50210434,1.4,424.2800000000001,2.8306000000000004,7,3,6
CN(C)C\C=C\C(=O)N(C)c1cc2c(cc1F)nc(Nc1ccccc1C)c1cncn21,50701838,1.4,432.5030000000001,4.154220000000002,6,1,6
CNc1cc2ncnc(Nc3cccc(C)c3)c2cn1,5436,1.4,265.32,3.118520000000001,5,2,3
OCC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,50836453,1.4,370.7710000000001,3.100100000000001,5,3,3
OS(=O)(=O)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,5435,1.4,424.2800000000001,2.8306000000000004,7,3,6
C[C@@H](Nc1ncnc2[nH]c(cc12)-c1cccc(c1)C(N)=O)c1ccccc1,51381340,1.4,357.4170000000001,3.896900000000002,4,3,5
Brc1cccc(Nc2ncnc3ccc(NC(=O)NCCN4CCOCC4)cc23)c1,50501202,1.4,471.3590000000004,3.5896000000000017,6,3,6
Brc1cccc(Nc2ncnc3ccc(NS(=O)(=O)C=C)cc23)c1,7275,1.4,405.27700000000016,4.0211000000000015,5,2,5
CN1CCN(CC1)c1ccc(Nc2ncc3ncc(=O)n(-c4cccc(NC(=O)C=C)c4)c3n2)cc1,479055,1.47,482.5480000000002,2.7956000000000003,9,2,6
C[C@@H](Nc1ncnc2oc(cc12)-c1ccc(O)cc1)c1ccccc1,50520078,1.5,331.37500000000006,4.768500000000003,5,2,4
Cc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1,5492,1.5,364.45300000000026,2.820920000000001,7,2,6
CCOC(=O)\C=C\C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,7262,1.5,442.2730000000001,3.588700000000001,7,2,6
Cc1cccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)c1,50154888,1.5,447.5390000000003,3.907420000000003,7,2,9
Nc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,5445,1.5,317.15000000000003,2.5081000000000007,6,2,2
OC(=O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,5431,1.5,374.1980000000001,3.027400000000001,6,3,5
COc1cc(ccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2s1)C(N)=O,50459003,1.5,420.49400000000014,3.611300000000001,7,3,7
Brc1cccc(Nc2ncnc3cnc(NCc4cccnc4)cc23)c1,5478,1.5,407.27500000000015,4.538000000000001,6,2,5
Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)nc23)cc1Cl,50154869,1.5,486.9350000000003,3.786500000000003,8,2,9
Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)cc1Cl,7248,1.5,485.94700000000034,4.391500000000003,7,2,9
CCOc1cc2ncnc(Nc3ccc(Oc4cc5nncn5cn4)c(C)c3)c2cc1NC(=O)C=C,51500359,1.5,482.5040000000002,4.435020000000002,10,2,8
OC(=O)CNc1c(Br)cccc1Nc1ncnc2ccncc12,50210585,1.5,374.1980000000001,3.027400000000001,6,3,5
Cc1cccc(Nc2ncnc3ccc(NC(=O)C=C)cc23)c1F,50733971,1.5,322.34300000000013,3.945420000000002,4,2,4
Clc1cccc(Nc2ncnc3ccc(NC(=O)C=C)cc23)c1,50056635,1.6,324.7710000000001,4.151300000000001,4,2,4
COC[C@H]1CCN1C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,502244,1.6,485.9470000000002,4.389900000000003,7,2,9
Nc1ccc2ncnc(Nc3cccc4ccccc34)c2c1,51499297,1.6,286.3380000000001,4.108800000000002,4,2,2
CC(=C)C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,7250,1.6,384.2370000000001,4.045500000000002,5,2,4
OC[C@@H](Nc1ncnc2[nH]c(cc12)-c1ccc(F)c(CO)c1)c1ccccc1,51381367,1.6,378.4070000000001,3.401800000000001,5,4,6
Cc1cccc(Nc2ncnc3cc(NC(=O)C=C)ccc23)c1,50134792,1.6,304.35300000000007,3.806320000000001,4,2,4
Brc1cccc(Nc2ncnc3ccc(NC(=O)C=C=C)cc23)c1,7257,1.6,381.2330000000002,4.4155000000000015,4,2,4
Cn1cc(Nc2nc(Oc3cccc(NC(=O)C=C)c3)c3cc[nH]c3n2)cn1,50487819,1.6,375.3920000000001,3.351800000000001,7,3,6
OCC(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,5393,1.6,413.2750000000001,3.4438000000000013,6,3,5
COC[C@H]1Oc2cc3ncnc(Nc4cccc(I)c4)c3cc2O[C@@H]1COC,50505064,1.66,493.3010000000002,3.779200000000002,7,1,6
CN(CCO)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,5471,1.7,417.311,2.8669,7,3,8
Brc1cccc(Nc2ncnc3cnc(NCCCn4ccnc4)cc23)c1,5481,1.7,424.3060000000002,4.229600000000001,7,2,7
C=CC(=O)N1CCC(CC1)Oc1cc2c(Nc3cccc(c3)C#C)ncnc2cc1O[C@H]1CCOC1,51525806,1.7,484.5560000000003,4.078200000000003,7,1,7
Fc1ccc(Nc2ncnc3ccc(NC(=O)C#CCCN4CCOCC4)cc23)cc1Cl,50836494,1.7,453.9050000000003,3.8301000000000025,6,2,5
Brc1cccc(Nc2ncnc3cc4nccnc4cc23)c1,5348,1.7,352.19500000000005,4.079100000000001,5,1,2
OCCCCOCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=C,50154879,1.7,474.9200000000002,4.458300000000003,7,3,12
CC(C)c1ncc(N2C[C@H](O)[C@H]2C)c2cnc(Nc3ccnc(n3)N3CC[C@@H](O)[C@@](C)(F)C3)cc12,51485652,1.8,481.5760000000003,3.155400000000002,9,3,5
Cc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)cc23)c1,5493,1.8,378.48000000000025,3.2110200000000013,7,2,7
CCOc1cc2ncnc(C#Cc3c[nH]nc3-c3ccc(F)cc3)c2cc1OCC,50400485,1.8,402.42900000000014,4.356200000000004,5,1,5
CN(C)CCCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,5469,1.8,415.33900000000006,4.284600000000003,6,2,8
CN1CCN(CC1)c1ccc(Nc2nc(Oc3cccc(NC(=O)C=C)c3)c3cc[nH]c3n2)cc1F,51420335,1.8,487.53900000000016,4.5092000000000025,7,3,7
Brc1cccc(Nc2ncnc3ccc(NC(=S)NCCN4CCOCC4)cc23)c1,50501126,1.8,487.4270000000004,3.754500000000002,6,3,6
CCN(CC)CCC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,50836397,1.8,439.9220000000001,4.839700000000004,5,2,7
COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1NC(=O)C=C,50419190,1.8,388.4270000000002,3.5044000000000013,6,2,8
Brc1cccc(Nc2ncnc3ccncc23)c1NCCCN1CCOCC1,50210428,1.9,443.3490000000004,3.6651000000000016,7,2,7
OCCn1ccc2ncnc(Nc3ccc(Oc4cccc5[nH]ncc45)c(Cl)c3)c12,50942980,1.9,420.86000000000007,4.489200000000003,7,3,6
Brc1cccc(Nc2ncnc3cc(NCCCN4CCOCC4)ncc23)c1,5422,1.9,443.34900000000033,3.6651000000000016,7,2,7
Nc1ncnc2n(nc(-c3cccc4ccccc34)c12)[C@@H]1CCCN(C1)C(=O)C=C,51111373,1.9,398.4700000000003,3.5782000000000016,6,1,3
CN(C)C\C=C\C(=O)Nc1cc2c(Nc3cccc(Br)c3)c(cnc2cn1)C#N,50597148,1.9,451.3280000000001,4.063880000000002,6,2,6
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCNCCN(C)C,50733032,2.0,433.9150000000003,3.704500000000002,7,2,10
